Carrier Code,Date,Flight_Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time (Minutes),Actual Elapsed Time (Minutes),Arrival Delay (Minutes),Wheels-on Time,Taxi-In time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes),month,org_clouds,org_pres,org_snow,org_temp,org_solar_rad,org_wind_spd,dest_clouds,dest_pres,dest_snow,dest_temp,dest_solar_rad,dest_wind_spd
UA,2022-02-16,1094,N876UA,ORD,20:59,21:40,109,90,41,21:35,5,0,0,0,0,41,February,97,988.4,0,8.8,44.5,7.9,90,1010.8,0,-1.9,39.5,6.8
UA,2022-02-16,1200,N881UA,DEN,15:09,14:45,199,173,-24,14:40,5,0,0,0,0,0,February,70,818.7,175,-2.3,80.4,3.2,90,1010.8,0,-1.9,39.5,6.8
UA,2022-02-16,1874,N68807,IAD,23:29,23:22,69,74,-7,23:18,4,0,0,0,0,0,February,68,1025.3,0,3,108.4,2.7,90,1010.8,0,-1.9,39.5,6.8
UA,2022-02-17,1094,N825UA,ORD,20:59,22:40,109,103,101,22:33,7,0,0,0,0,101,February,98,990.6,342,-2.4,39.6,8.7,99,994.1,0,10.8,32.3,7.7
UA,2022-02-17,1200,N821UA,DEN,15:09,15:28,199,182,19,15:24,4,19,0,0,0,0,February,40,826.9,0,-5.4,167.9,3.2,99,994.1,0,10.8,32.3,7.7
UA,2022-02-17,1874,N28478,IAD,23:29,0:14,69,61,45,0:09,5,0,0,0,0,45,February,99,1008.7,0,12.5,54,4.8,99,994.1,0,10.8,32.3,7.7
UA,2022-02-18,1094,N419UA,ORD,20:59,20:54,109,102,-5,20:48,6,0,0,0,0,0,February,29,994.4,0,-6.8,160.3,6,84,994.9,96.5,-0.1,40.7,6.3
UA,2022-02-18,1200,N838UA,DEN,15:09,14:52,199,183,-17,14:46,6,0,0,0,0,0,February,7,828.3,0,2.3,174.1,5.9,84,994.9,96.5,-0.1,40.7,6.3
UA,2022-02-18,1874,N36469,IAD,23:29,23:42,69,67,13,23:36,6,0,0,0,0,0,February,46,1001.1,0,12.2,154.6,6,84,994.9,96.5,-0.1,40.7,6.3
UA,2022-02-19,1094,N424UA,ORD,20:59,21:11,109,95,12,21:05,6,0,0,0,0,0,February,27,1002,0,-8.2,162.9,5.7,71,998.6,20,-4.7,110.5,8.5
UA,2022-02-19,1200,N460UA,DEN,15:09,15:16,199,194,7,15:11,5,0,0,0,0,0,February,0,825.2,0,5.2,176.3,5,71,998.6,20,-4.7,110.5,8.5
UA,2022-02-19,1874,N64809,IAD,23:29,23:37,69,73,8,23:31,6,0,0,0,0,0,February,15,1011.6,0,2.6,147.8,4.7,71,998.6,20,-4.7,110.5,8.5
UA,2022-02-20,1094,N818UA,ORD,20:59,21:47,109,106,48,21:43,4,0,0,0,0,48,February,30,991.7,0,1.9,165.4,6.5,40,1007,0,-4.8,135.1,5.2
UA,2022-02-20,1200,N822UA,DEN,15:09,14:47,199,180,-22,14:41,6,0,0,0,0,0,February,40,818,0,10.3,129.3,7,40,1007,0,-4.8,135.1,5.2
UA,2022-02-20,1874,N69830,IAD,23:29,23:22,69,65,-7,23:17,5,0,0,0,0,0,February,3,1021,0,-0.8,179.9,3,40,1007,0,-4.8,135.1,5.2
UA,2022-02-21,1094,N836UA,ORD,20:59,20:40,109,100,-19,20:36,4,0,0,0,0,0,February,65,990.8,0,3.2,139.1,2.8,63,1006.3,0,7.6,136.3,3.6
UA,2022-02-21,1200,N811UA,DEN,15:09,14:54,199,181,-15,14:49,5,0,0,0,0,0,February,72,814.8,0,-1.2,114.8,5.1,63,1006.3,0,7.6,136.3,3.6
UA,2022-02-21,1874,N69804,IAD,23:29,23:21,69,67,-8,23:17,4,0,0,0,0,0,February,21,1016.1,0,6.9,182.6,2.4,63,1006.3,0,7.6,136.3,3.6
UA,2022-02-22,1094,N816UA,ORD,20:59,20:35,109,88,-24,20:30,5,0,0,0,0,0,February,100,986.9,290,0.4,19.5,4.8,98,999.7,0,8.1,36.4,5.1
UA,2022-02-22,1200,N484UA,DEN,15:09,15:48,199,210,39,15:43,5,17,0,11,0,11,February,99,825.7,0,-15.7,57.5,3.2,98,999.7,0,8.1,36.4,5.1
UA,2022-02-22,1874,N62889,IAD,23:29,0:02,69,65,33,23:57,5,0,0,0,0,33,February,90,1011.1,0,11.4,44.6,4.9,98,999.7,0,8.1,36.4,5.1
UA,2022-02-23,1094,N422UA,ORD,20:59,20:33,109,86,-26,20:28,5,0,0,0,0,0,February,99,1006.4,0,-6,45.9,5.4,99,1003.6,0,7.7,44.1,7
UA,2022-02-23,1200,N819UA,DEN,15:09,14:51,199,173,-18,14:46,5,0,0,0,0,0,February,94,825.1,0,-15.8,83.7,3.2,99,1003.6,0,7.7,44.1,7
UA,2022-02-23,1874,N69818,IAD,23:29,23:18,69,61,-11,23:13,5,0,0,0,0,0,February,74,1007.9,0,18.2,107,3.6,99,1003.6,0,7.7,44.1,7
UA,2022-02-24,1094,N871UA,ORD,20:59,21:57,109,159,58,21:53,4,8,0,50,0,0,February,99,1002.8,110,-3.6,44.1,5.7,60,1017.1,0,-6.1,154.5,2.8
UA,2022-02-24,1200,N828UA,DEN,15:09,14:56,199,175,-13,14:52,4,0,0,0,0,0,February,48,822.3,30,-11,176.1,2.9,60,1017.1,0,-6.1,154.5,2.8
UA,2022-02-24,1874,N69885,IAD,23:29,23:19,69,60,-10,23:15,4,0,0,0,0,0,February,100,1019,34,4.5,45.3,1.9,60,1017.1,0,-6.1,154.5,2.8
UA,2022-02-25,1094,N415UA,ORD,20:59,20:59,109,97,0,20:52,7,0,0,0,0,0,February,90,1004.6,237.5,-3.9,61.1,3.1,98,1005.8,300.5,-5.4,44.8,5.2
UA,2022-02-25,1200,,DEN,15:09,0:00,199,0,0,0:00,0,0,0,0,0,0,February,63,829.3,0,-8.5,96.3,2.2,98,1005.8,300.5,-5.4,44.8,5.2
UA,2022-02-25,1874,N37422,IAD,23:29,1:48,69,71,139,1:43,5,0,0,2,0,137,February,75,1011.7,32.5,4.1,104.5,3.6,98,1005.8,300.5,-5.4,44.8,5.2
UA,2022-02-26,1094,N403UA,ORD,20:59,20:50,109,101,-9,20:45,5,0,0,0,0,0,February,4,1007,0,-4.4,179.2,3.5,89,1012.3,0,-6.3,61.1,4.5
UA,2022-02-26,1200,N873UA,DEN,15:09,15:22,199,207,13,15:17,5,0,0,0,0,0,February,2,831.1,0,-4.3,192.1,2.7,89,1012.3,0,-6.3,61.1,4.5
UA,2022-02-26,1874,N78438,IAD,23:29,23:33,69,65,4,23:28,5,0,0,0,0,0,February,86,1020.1,0,3.5,124.7,2.4,89,1012.3,0,-6.3,61.1,4.5
UA,2022-02-27,1094,N485UA,ORD,20:59,21:01,109,112,2,20:56,5,0,0,0,0,0,February,0,1000.3,0,0,181.6,2.8,52,1000.2,22,-1.4,107.3,8
UA,2022-02-27,1200,N895UA,DEN,15:09,15:20,199,198,11,15:14,6,0,0,0,0,0,February,21,831.6,0,3.3,194.4,2.7,52,1000.2,22,-1.4,107.3,8
UA,2022-02-27,1874,N65832,IAD,23:29,23:24,69,68,-5,23:19,5,0,0,0,0,0,February,37,1010.3,0,6.2,192.5,3.1,52,1000.2,22,-1.4,107.3,8
UA,2022-02-28,1094,N808UA,ORD,20:59,21:03,109,102,4,20:59,4,0,0,0,0,0,February,58,996,0,4.4,106.2,3.8,75,1010.2,0,-6.8,88,2.8
UA,2022-02-28,1200,N824UA,DEN,15:09,15:00,199,185,-9,14:54,6,0,0,0,0,0,February,28,830.5,0,8.6,196.8,3,75,1010.2,0,-6.8,88,2.8
UA,2022-02-28,1874,N64844,IAD,23:29,23:32,69,64,3,23:27,5,0,0,0,0,0,February,21,1013,0,7.3,197.2,2.4,75,1010.2,0,-6.8,88,2.8
UA,2022-03-01,1094,N852UA,ORD,20:59,20:51,109,103,-8,20:46,5,0,0,0,0,0,March,68,992.8,0,4.4,104.2,2.4,97,999.4,0,-1.5,64.1,4.2
UA,2022-03-01,1200,N823UA,DEN,15:09,15:02,199,190,-7,14:56,6,0,0,0,0,0,March,2,829.5,0,12.5,201.3,3.4,97,999.4,0,-1.5,64.1,4.2
UA,2022-03-01,1874,N28478,IAD,23:29,23:34,69,80,5,23:28,6,0,0,0,0,0,March,48,1009.8,0,5.2,141.1,2.4,97,999.4,0,-1.5,64.1,4.2
UA,2022-03-02,1094,N484UA,ORD,20:59,20:52,109,107,-7,20:46,6,0,0,0,0,0,March,66,995.4,0,4.1,85.3,2.8,88,1000.1,22.5,1.1,82,2.9
UA,2022-03-02,1200,N4888U,DEN,15:09,14:52,199,188,-17,14:46,6,0,0,0,0,0,March,25,829.3,0,12,160.3,3,88,1000.1,22.5,1.1,82,2.9
UA,2022-03-02,1874,N61882,IAD,23:29,23:30,69,72,1,23:23,7,0,0,0,0,0,March,28,1005.7,0,10.5,176.7,1.7,88,1000.1,22.5,1.1,82,2.9
UA,2022-03-03,1094,N827UA,ORD,20:59,21:34,109,111,35,21:28,6,33,0,2,0,0,March,89,1005.1,0,-1.1,81.4,5.2,83,1006.4,27,-2.3,55.8,6.6
UA,2022-03-03,1200,N892UA,DEN,15:09,14:52,199,185,-17,14:47,5,0,0,0,0,0,March,61,826,0,13.1,128.3,3.3,83,1006.4,27,-2.3,55.8,6.6
UA,2022-03-04,1094,N839UA,ORD,20:58,20:32,109,90,-26,20:27,5,0,0,0,0,0,March,86,1004.5,17,0.1,52.7,3.5,68,1015.8,0,-5.6,146.9,3.3
UA,2022-03-04,1200,N471UA,DEN,15:05,15:50,200,180,45,15:46,4,4,0,0,0,41,March,60,817.8,0,10,109.9,2.9,68,1015.8,0,-5.6,146.9,3.3
UA,2022-03-04,1874,N829UA,IAD,23:19,23:25,69,75,6,23:21,4,0,0,0,0,0,March,21,1022.8,0,3.2,209.4,2.4,68,1015.8,0,-5.6,146.9,3.3
UA,2022-03-05,1094,N821UA,ORD,20:58,21:23,109,108,25,21:19,4,5,0,0,0,20,March,66,989.8,0,11.6,154.5,6.7,98,1011.7,0,-2.2,51.6,3
UA,2022-03-05,1200,N408UA,DEN,15:05,15:10,200,197,5,15:06,4,0,0,0,0,0,March,91,819.1,0,-0.5,53.3,3.7,98,1011.7,0,-2.2,51.6,3
UA,2022-03-05,1874,N879UA,IAD,23:19,23:17,69,69,-2,23:12,5,0,0,0,0,0,March,70,1019.2,0,7.3,161.2,2.4,98,1011.7,0,-2.2,51.6,3
UA,2022-03-06,1094,N892UA,ORD,20:58,21:29,109,101,31,21:23,6,0,0,0,0,31,March,90,990.6,0,5.6,92.4,5.8,51,994.9,0,12.9,182,7
UA,2022-03-06,1200,N404UA,DEN,15:05,17:04,200,227,119,16:59,5,0,92,27,0,0,March,94,825.7,25,-6.2,49.5,3.3,51,994.9,0,12.9,182,7
UA,2022-03-06,1874,N833UA,IAD,23:19,23:12,69,64,-7,23:08,4,0,0,0,0,0,March,99,1008.9,0,16.7,55.7,4,51,994.9,0,12.9,182,7
UA,2022-03-07,1094,N893UA,ORD,20:58,20:54,109,105,-4,20:39,15,0,0,0,0,0,March,96,992.3,60.9,0.7,53.7,5.1,94,992,0,5.2,23.5,4.8
UA,2022-03-07,1200,N453UA,DEN,15:05,15:01,200,194,-4,14:37,24,0,0,0,0,0,March,51,828.3,0,-6,141.5,2,94,992,0,5.2,23.5,4.8
UA,2022-03-07,1874,N822UA,IAD,23:19,0:23,69,59,64,0:18,5,64,0,0,0,0,March,78,999.7,0,21.1,59,5.2,94,992,0,5.2,23.5,4.8
UA,2022-03-08,1094,N892UA,ORD,20:58,20:34,109,90,-24,20:29,5,0,0,0,0,0,March,65,998.1,0,0.7,162.9,3.2,80,1004,0,1.1,122.1,5.6
UA,2022-03-08,1200,N458UA,DEN,15:05,15:20,200,202,15,15:14,6,13,0,2,0,0,March,11,822.5,0,-1.3,216.4,3.9,80,1004,0,1.1,122.1,5.6
UA,2022-03-08,1874,N811UA,IAD,23:19,23:07,69,63,-12,23:01,6,0,0,0,0,0,March,80,1009.6,0,11.6,136.3,4.1,80,1004,0,1.1,122.1,5.6
UA,2022-03-09,1094,N893UA,ORD,20:58,20:56,109,108,-2,20:51,5,0,0,0,0,0,March,46,994,0,2.1,201.1,3.3,91,1001.3,75,-1.9,45.9,2.2
UA,2022-03-09,1200,N453UA,DEN,15:05,15:06,200,190,1,14:59,7,0,0,0,0,0,March,86,821.3,60,-9.5,59.4,5,91,1001.3,75,-1.9,45.9,2.2
UA,2022-03-09,1874,N873UA,IAD,23:19,0:18,69,101,59,0:12,6,3,0,32,0,24,March,100,1005.7,0,6.9,30.9,2.3,91,1001.3,75,-1.9,45.9,2.2
UA,2022-03-10,1094,N816UA,ORD,20:58,21:14,109,89,16,21:09,5,2,0,0,0,14,March,83,999.3,31.5,-3.5,63.8,3.8,57,1004.7,0,-1.6,61,2.1
UA,2022-03-10,1200,N488UA,DEN,15:05,15:03,200,176,-2,14:58,5,0,0,0,0,0,March,62,823.6,0,-11.2,86.5,1.9,57,1004.7,0,-1.6,61,2.1
UA,2022-03-10,1874,N846UA,IAD,23:19,23:15,69,64,-4,23:10,5,0,0,0,0,0,March,75,1010.8,0,6.6,91.9,1.4,57,1004.7,0,-1.6,61,2.1
UA,2022-03-11,1094,N878UA,ORD,20:58,20:48,109,96,-10,20:43,5,0,0,0,0,0,March,88,994.8,34.8,-4,56.2,4.8,87,998.9,2,1.6,51.8,2.4
UA,2022-03-11,1200,N453UA,DEN,15:05,14:38,200,175,-27,14:32,6,0,0,0,0,0,March,2,827.4,0,-4.9,224.4,3.2,87,998.9,2,1.6,51.8,2.4
UA,2022-03-11,1874,N851UA,IAD,23:19,23:23,69,67,4,23:16,7,0,0,0,0,0,March,10,1006,0,9.3,225.6,3.1,87,998.9,2,1.6,51.8,2.4
UA,2022-03-12,1094,N818UA,ORD,20:58,21:10,109,115,12,21:06,4,0,0,0,0,0,March,52,996.9,0,-8,165.5,5.2,92,988.8,261.5,-2.1,52.1,6.8
UA,2022-03-12,1200,N416UA,DEN,15:05,15:07,200,197,2,15:01,6,0,0,0,0,0,March,15,825.9,0,7.2,226.3,8,92,988.8,261.5,-2.1,52.1,6.8
UA,2022-03-12,1874,N828UA,IAD,23:19,0:24,69,70,65,0:19,5,64,0,1,0,0,March,73,994.7,83.3,5.1,55.9,5.3,92,988.8,261.5,-2.1,52.1,6.8
UA,2022-03-13,1094,N845UA,ORD,20:58,20:43,109,95,-15,20:39,4,0,0,0,0,0,March,33,992.1,20.2,2.9,226.6,4.9,88,1001.4,0,-5.9,79.2,6.5
UA,2022-03-13,1200,N469UA,DEN,15:05,15:03,200,187,-2,14:59,4,0,0,0,0,0,March,45,820.2,0,9.5,211.2,4.1,88,1001.4,0,-5.9,79.2,6.5
UA,2022-03-13,1874,N897UA,IAD,23:19,23:33,69,67,14,23:28,5,0,0,0,0,0,March,7,1014.1,0,-1.4,238.5,4.1,88,1001.4,0,-5.9,79.2,6.5
UA,2022-03-14,1094,N877UA,ORD,20:58,20:46,109,101,-12,20:39,7,0,0,0,0,0,March,81,996.9,0,8.7,106.8,3.9,69,1008.3,0,2.2,131.1,4.1
UA,2022-03-14,1200,N469UA,DEN,15:05,15:06,200,190,1,15:00,6,0,0,0,0,0,March,29,828.3,0,6.6,231.6,2.7,69,1008.3,0,2.2,131.1,4.1
UA,2022-03-14,1874,N878UA,IAD,23:19,0:25,69,61,66,0:22,3,4,0,0,0,62,March,39,1018.8,0,6.7,190.9,2.6,69,1008.3,0,2.2,131.1,4.1
UA,2022-03-15,1094,N854UA,ORD,20:58,20:46,109,103,-12,20:38,8,0,0,0,0,0,March,44,998.7,0,2.9,207.8,3.3,98,1007.2,0,5,52,2.3
UA,2022-03-15,1200,N460UA,DEN,15:05,14:55,200,189,-10,14:50,5,0,0,0,0,0,March,17,827.3,0,10.4,225,3.3,98,1007.2,0,5,52,2.3
UA,2022-03-15,1874,N816UA,IAD,23:19,23:15,69,71,-4,23:09,6,0,0,0,0,0,March,31,1013.9,0,11.8,213.9,1.9,98,1007.2,0,5,52,2.3
UA,2022-03-16,1094,N812UA,ORD,20:58,21:21,109,94,23,21:17,4,5,0,0,0,18,March,36,993.1,0,10.5,167.5,4.1,67,1005.9,0,4.9,158.3,2.3
UA,2022-03-16,1200,N407UA,DEN,15:05,14:48,200,185,-17,14:43,5,0,0,0,0,0,March,90,822.6,61.5,8.8,61.3,5,67,1005.9,0,4.9,158.3,2.3
UA,2022-03-16,1874,N4888U,IAD,23:19,23:19,69,61,0,23:15,4,0,0,0,0,0,March,60,1011,0,14.2,196,1.9,67,1005.9,0,4.9,158.3,2.3
UA,2022-03-17,1094,N817UA,ORD,20:58,21:22,109,127,24,21:00,22,0,0,18,0,6,March,73,990,0,11.3,79.9,2.9,23,998.6,0,10.8,219.2,3.2
UA,2022-03-17,1200,N489UA,DEN,15:05,20:22,200,189,317,20:16,6,221,0,0,0,96,March,97,827.2,226,0.5,50.9,4.2,23,998.6,0,10.8,219.2,3.2
UA,2022-03-17,1874,N892UA,IAD,23:19,23:35,69,70,16,23:30,5,15,0,1,0,0,March,90,1004.6,0,12.9,33.5,2,23,998.6,0,10.8,219.2,3.2
UA,2022-03-18,1094,N814UA,ORD,20:58,20:48,109,102,-10,20:44,4,0,0,0,0,0,March,98,986.9,0,4.4,47,6.2,44,998.4,0,11.3,183.3,2.3
UA,2022-03-18,1200,N473UA,DEN,15:05,14:54,200,191,-11,14:51,3,0,0,0,0,0,March,32,826.3,0,2.6,173.6,3.3,44,998.4,0,11.3,183.3,2.3
UA,2022-03-18,1874,N845UA,IAD,23:19,1:07,69,65,108,1:03,4,0,0,0,0,108,March,47,1005.9,0,14.1,154.6,2.4,44,998.4,0,11.3,183.3,2.3
UA,2022-03-19,1094,N879UA,ORD,20:58,20:52,109,108,-6,20:47,5,0,0,0,0,0,March,92,985.5,0,3.9,43.9,4.7,73,990.3,0,14.2,175.7,4.4
UA,2022-03-19,1200,N454UA,DEN,15:05,0:00,200,0,0,0:00,0,0,0,0,0,0,March,32,825.7,0,7.6,210.8,3.3,73,990.3,0,14.2,175.7,4.4
UA,2022-03-19,1874,N848UA,IAD,23:19,23:24,69,67,5,23:19,5,0,0,0,0,0,March,37,998.2,0,18.2,222.6,4.5,73,990.3,0,14.2,175.7,4.4
UA,2022-03-20,1094,N822UA,ORD,20:58,20:55,109,105,-3,20:50,5,0,0,0,0,0,March,6,996.7,0,6,232.5,2.5,92,994.9,0,6.7,46.8,5.6
UA,2022-03-20,1200,N410UA,DEN,15:05,15:58,200,206,53,15:52,6,6,0,6,0,41,March,82,818.6,0,10.5,105.2,3.3,92,994.9,0,6.7,46.8,5.6
UA,2022-03-20,1874,N853UA,IAD,23:19,23:42,69,73,23,23:36,6,19,0,4,0,0,March,51,1002.9,0,14.9,115.3,4.9,92,994.9,0,6.7,46.8,5.6
UA,2022-03-21,1094,N844UA,ORD,20:58,20:45,109,100,-13,20:41,4,0,0,0,0,0,March,90,996.5,0,14,133.5,3.2,27,1003.5,0,5.4,189.4,6.1
UA,2022-03-21,1200,N493UA,DEN,15:05,15:13,200,198,8,15:07,6,0,0,0,0,0,March,98,823.8,19.5,2.9,61.6,3.5,27,1003.5,0,5.4,189.4,6.1
UA,2022-03-21,1874,N898UA,IAD,23:19,23:28,69,75,9,23:23,5,0,0,0,0,0,March,15,1011.1,0,13.5,204.2,2.8,27,1003.5,0,5.4,189.4,6.1
UA,2022-03-22,1094,N854UA,ORD,20:58,20:57,109,90,-1,20:53,4,0,0,0,0,0,March,100,989.7,0,6.2,58.3,4,41,1009.3,0,2.4,135.8,3.4
UA,2022-03-22,1200,N469UA,DEN,15:05,15:04,200,192,-1,15:01,3,0,0,0,0,0,March,53,828.5,0,1.6,167.1,6.5,41,1009.3,0,2.4,135.8,3.4
UA,2022-03-22,1874,N846UA,IAD,23:19,0:30,69,62,71,0:25,5,0,0,0,0,71,March,76,1010.8,0,15,100.3,1.8,41,1009.3,0,2.4,135.8,3.4
UA,2022-03-23,1094,N809UA,ORD,20:58,21:25,109,111,27,21:21,4,6,0,2,0,19,March,86,976.9,0,7.9,127.7,3,96,1005,0,1.3,73.2,4.5
UA,2022-03-23,1200,N467UA,DEN,15:05,15:33,200,203,28,15:29,4,25,0,3,0,0,March,1,827.1,0,5.9,252.4,5.4,96,1005,0,1.3,73.2,4.5
UA,2022-03-23,1874,N820UA,IAD,23:19,23:37,69,64,18,23:33,4,18,0,0,0,0,March,100,1008.3,0,11.4,66.1,1.9,96,1005,0,1.3,73.2,4.5
UA,2022-03-24,1094,N852UA,ORD,20:58,20:51,109,103,-7,20:45,6,0,0,0,0,0,March,100,982.3,0,5.5,51,4,87,994.8,0,7.1,121.8,5.5
UA,2022-03-24,1200,N414UA,DEN,15:05,14:57,200,191,-8,14:52,5,0,0,0,0,0,March,8,825.4,0,11.5,254.5,5.2,87,994.8,0,7.1,121.8,5.5
UA,2022-03-24,1874,N844UA,IAD,23:19,23:25,69,66,6,23:19,6,0,0,0,0,0,March,100,999.3,0,12.3,54.3,1.4,87,994.8,0,7.1,121.8,5.5
UA,2022-03-25,1094,N828UA,ORD,20:58,21:14,109,109,16,21:09,5,16,0,0,0,0,March,90,984.1,0,4.9,112.8,4.7,73,987.4,0,6.2,106.5,3.9
UA,2022-03-25,1200,N462UA,DEN,15:05,14:51,200,189,-14,14:46,5,0,0,0,0,0,March,14,829.4,0,9,249.4,3.3,73,987.4,0,6.2,106.5,3.9
UA,2022-03-25,1874,N423UA,IAD,23:19,23:32,69,68,13,23:26,6,0,0,0,0,0,March,60,995.4,0,12.9,181.7,2.7,73,987.4,0,6.2,106.5,3.9
UA,2022-03-26,1094,N876UA,ORD,20:58,20:49,109,103,-9,20:45,4,0,0,0,0,0,March,98,988.2,7.9,-0.2,62.6,5.5,63,982.5,0,4.8,150.3,4.2
UA,2022-03-26,1200,N449UA,DEN,15:02,15:03,197,202,1,14:58,5,0,0,0,0,0,March,24,824.4,0,15.4,245.5,5.4,63,982.5,0,4.8,150.3,4.2
UA,2022-03-26,1874,N871UA,IAD,23:19,23:30,69,72,11,23:24,6,0,0,0,0,0,March,59,992.8,0,10.4,172.1,4.2,63,982.5,0,4.8,150.3,4.2
UA,2022-03-27,1041,N845UA,DEN,15:11,15:07,202,195,-4,15:02,5,0,0,0,0,0,March,63,823.3,0,8.9,131,2.7,96,990.3,49,-0.2,65.9,8.1
UA,2022-03-27,1185,N895UA,ORD,22:19,22:03,113,106,-16,21:58,5,0,0,0,0,0,March,32,997.7,0,-2.6,232.4,4,96,990.3,49,-0.2,65.9,8.1
UA,2022-03-27,2027,N822UA,IAD,23:37,23:34,70,75,-3,23:28,6,0,0,0,0,0,March,46,999.9,0,5.7,105.6,5.7,96,990.3,49,-0.2,65.9,8.1
UA,2022-03-28,1041,N466UA,DEN,15:06,15:01,198,196,-5,14:55,6,0,0,0,0,0,March,64,818.5,0,15.8,141.5,2.4,85,999.3,0,-7.8,147.9,6.7
UA,2022-03-28,1185,N882UA,ORD,21:59,21:43,113,103,-16,21:37,6,0,0,0,0,0,March,44,1001.9,0,-2.3,176.7,4.2,85,999.3,0,-7.8,147.9,6.7
UA,2022-03-28,2027,N875UA,IAD,23:37,23:34,70,72,-3,23:29,5,0,0,0,0,0,March,39,1007.3,0,1.7,148.7,5.4,85,999.3,0,-7.8,147.9,6.7
UA,2022-03-29,1041,N466UA,DEN,15:06,15:25,198,216,19,15:22,3,0,0,19,0,0,March,89,812.5,0,8.7,66.9,5.1,61,1007.1,0,-4.7,133.1,5.4
UA,2022-03-29,1185,N872UA,ORD,21:59,0:49,113,96,170,0:44,5,0,0,0,0,170,March,98,1001.9,0,1.3,86.4,5.8,61,1007.1,0,-4.7,133.1,5.4
UA,2022-03-29,2027,N873UA,IAD,23:37,23:25,70,65,-12,23:22,3,0,0,0,0,0,March,12,1014.5,0,0.9,249.1,3.9,61,1007.1,0,-4.7,133.1,5.4
UA,2022-03-30,1041,N407UA,DEN,15:06,14:58,198,194,-8,14:44,14,0,0,0,0,0,March,61,818.6,0,2.5,191.6,3.8,82,1003.2,0,-2.2,77.6,3.5
UA,2022-03-30,1185,N893UA,ORD,21:59,21:53,113,105,-6,21:48,5,0,0,0,0,0,March,100,991,0,10.5,55.9,4.3,82,1003.2,0,-2.2,77.6,3.5
UA,2022-03-30,2027,N809UA,IAD,23:37,23:23,70,68,-14,23:18,5,0,0,0,0,0,March,73,1010.5,0,7.4,210.9,2.7,82,1003.2,0,-2.2,77.6,3.5
UA,2021-03-31,1224,N39423,ORD,21:36,21:14,116,95,-22,21:09,5,0,0,0,0,0,March,53,999.7,0,4.1,147.6,5.8,100,999.1,0,13.6,40.3,5.5
UA,2022-03-31,1041,N493UA,DEN,15:06,14:55,198,195,-11,14:49,6,0,0,0,0,0,March,32,818.3,0,8.7,237.6,3.2,90,983.4,0,11.2,97.2,6.2
UA,2022-03-31,1185,N854UA,ORD,21:59,22:35,113,95,36,22:31,4,13,0,0,0,23,March,99,974.3,0,4,54.3,4,90,983.4,0,11.2,97.2,6.2
UA,2022-03-31,2027,N845UA,IAD,23:37,1:03,70,59,86,0:58,5,0,0,0,0,86,March,81,993.9,0,16.2,92.7,6.5,90,983.4,0,11.2,97.2,6.2
UA,2021-04-01,1224,N69835,ORD,21:36,23:11,116,0,0,23:04,7,0,0,0,0,0,April,19,1009.9,0,-0.2,256.5,4.8,84,1001.7,30.5,2.6,177.5,5.3
UA,2022-04-01,1041,N448UA,DEN,15:06,15:09,198,201,3,15:05,4,0,0,0,0,0,April,59,820.7,0,9.2,220.2,3.3,86,989.6,0,5.2,135.4,6.7
UA,2022-04-01,1185,N467UA,ORD,21:59,22:46,113,101,47,22:41,5,0,0,0,0,47,April,60,993.1,1.7,1.5,182.5,4.1,86,989.6,0,5.2,135.4,6.7
UA,2022-04-01,2027,N844UA,IAD,23:37,1:02,70,70,85,0:56,6,50,0,0,0,35,April,48,997.3,0,14.4,239.4,4.7,86,989.6,0,5.2,135.4,6.7
UA,2021-04-02,1224,N897UA,ORD,21:46,21:29,116,101,-17,21:25,4,0,0,0,0,0,April,6,1009.7,0,3.2,259.7,3.1,49,1008.9,0,-1.3,222.1,6
UA,2022-04-02,1041,N897UA,DEN,15:11,14:54,202,192,-17,14:49,5,0,0,0,0,0,April,38,823.9,0,8.9,219.5,2.9,64,1002.5,0,2.5,184,4.6
UA,2022-04-02,2027,N830UA,IAD,23:37,23:29,70,63,-8,23:24,5,0,0,0,0,0,April,29,1008.7,0,8.8,274.1,2.9,64,1002.5,0,2.5,184,4.6
UA,2021-04-03,1224,N427UA,ORD,18:33,18:13,113,100,-20,18:08,5,0,0,0,0,0,April,7,999.5,0,10.8,266.6,5.8,29,1010.4,0,2.4,252.7,3.2
UA,2022-04-03,1041,N436UA,DEN,15:11,15:16,202,190,5,15:09,7,0,0,0,0,0,April,80,824.1,0,8.8,72.5,3,98,995.7,35.5,0.9,29.3,3.2
UA,2022-04-03,1185,N844UA,ORD,22:04,22:47,113,98,43,22:42,5,43,0,0,0,0,April,58,994.4,0,3,160.6,3.1,98,995.7,35.5,0.9,29.3,3.2
UA,2022-04-03,2027,N479UA,IAD,23:37,23:38,70,71,1,23:30,8,0,0,0,0,0,April,42,1001.4,0,11,271.8,4,98,995.7,35.5,0.9,29.3,3.2
UA,2021-04-04,1224,N896UA,ORD,21:46,22:00,116,95,14,21:55,5,0,0,0,0,0,April,17,997.5,0,13.7,268.5,2.8,32,1004.6,0,8.2,263.7,3.2
